"primary card id","chinese name","pokedex id","field type","規格標記","chinese text","jp text","eng text"
"cmo1u83ra2hai5ueeybtachly","愛吃豚","0915","attack","G","從自己的牌庫抽出1張卡。","自分の山札を1枚引く。",""
"cmoa5yinr3htidt6lmq33euvx","夢幻ex","0151","ability","G","在自己的回合時可使用1次。從牌庫抽卡直到自己的手牌滿3張為止。","","Once during your turn, you may draw cards until you have 3 cards in your hand."
"cmo1u83sd2hca5uee36fzun63","蘑蘑菇","0285","attack","G","將這隻寶可夢恢復「10」HP。","このポケモンのHPを「10」回復する。",""
"cmo1u7qhd1umk5uee5t8d6swi","智揮猩","0765","attack","H","在下個自己的回合結束前，受到這個招式的寶可夢弱點改爲【無】屬性。[弱點以「×2」計算傷害。]","次の自分の番の終わりまで、このワザを受けたポケモンの弱点はタイプになる。［弱点は「×2」でダメージ計算をする。］",""
"cmo1u7qi01uno5ueesf3bq3bd","鐵脖頸","0993","ability","H","這隻寶可夢在戰鬥場受到對手的寶可夢招式的傷害時，在使用招式的寶可夢身上放置3個傷害指示物。","このポケモンが、バトル場で相手のポケモンからワザのダメージを受けたとき、ワザを使ったポケモンにダメカンを3個のせる。","If this Pokémon is in the Active Spot and is damaged by an attack from your opponent’s Pokémon (even if this Pokémon is Knocked Out), put 3 damage counters on the Attacking Pokémon."
"cmo1u822k2egw5ueeqmx6sleq","美錄梅塔","0809","attack","H","在造成傷害前，將這隻寶可夢身上附加的「寶可夢道具」卡丟棄。若無法丟棄，則這個招式失敗。","ダメージを与える前に、このポケモンについている「ポケモンのどうぐ」をトラッシュする。トラッシュできないなら、このワザは失敗。","Before doing damage, discard all Pokémon Tools from this Pokémon. If you can’t discard any, this attack does nothing."
"cmo1u7ov71ruu5uee4vhfyv3q","狙射樹梟ex","0724","ability","J","若對手的手牌為4張，則這隻寶可夢使用招式所需的【無】能量全部消除。","相手の手札が4枚なら、このポケモンはワザを使うためのエネルギーが、すべてなくなる。","If your opponent has exactly 4 cards in their hand, ignore all {C} Energy in the costs of attacks used by this Pokémon."
"cmo1u7qfy1uk45ueeas6wykii","東施喵","0432","attack","H","擲1次硬幣若為正面，則在下個對手的回合，這隻寶可夢不會受到招式的傷害與效果的影響。","コインを1回投げオモテなら、次の相手の番、このポケモンはワザのダメージや効果を受けない。","Flip a coin. If heads, during your opponent’s next turn, prevent all damage from and effects of attacks done to this Pokémon."
"cmo1u83u82hfj5uee80b18u6j","狂歡浪舞鴨","0914","ability","G","在自己的回合時可使用1次。從自己的手牌選擇1張基本能量卡，附於自己的寶可夢身上。","自分の番に1回使える。自分の手札から基本エネルギーを1枚選び、自分のポケモンにつける。","Once during your turn, you may attach a Basic Energy card from your hand to 1 of your Pokémon."
"cmo1u856l2jqu5ueeniqvk79y","阿羅拉 嘎啦嘎啦","0105","attack","H","在上個對手的回合，若自己的寶可夢因招式的傷害而【昏厥】了，則增加90點傷害。","前の相手の番に、ワザのダメージで、自分のポケモンがきぜつしていたなら、90ダメージ追加。","If any of your Pokémon were Knocked Out by damage from an attack during your opponent’s last turn, this attack does 90 more damage."
"cmo1u7p361s8h5ueep50jvivg","章魚桶","0224","attack","J","在下個對手的回合，受到這個招式的寶可夢使用招式時，對手擲2次硬幣。只要出現1次反面，則那個招式失敗。 | 將這隻寶可夢【混亂】。","次の相手の番、このワザを受けたポケモンがワザを使うとき、相手はコインを2回投げる。1回でもウラなら、そのワザは失敗。 | このポケモンをこんらんにする。",""
"cmo1u823j2ei85ueezzqajv7m","小箭雀","0661","attack","H","將對手的戰鬥寶可夢與備戰寶可夢互換。[由對手選擇放置於戰鬥場的寶可夢。]","相手のバトルポケモンをベンチポケモンと入れ替える。［バトル場に出すポケモンは相手が選ぶ。］","Switch out your opponent’s Active Pokémon to the Bench. (Your opponent chooses the new Active Pokémon.)"
"cmo1u85b12jyn5ueeit7p53zx","貪心栗鼠","0819","attack","H","從自己的牌庫抽出1張卡。","自分の山札を1枚引く。","Draw a card."
"cmo1u7pzj1ts35uee775kiyci","長毛巨魔","0861","attack","H","造成對手的戰鬥寶可夢【撤退】所需的能量的數量×50點傷害。","相手のバトルポケモンのにげるためのエネルギーの数×50ダメージ。","This attack does 50 damage for each {C} in your opponent’s Active Pokémon’s Retreat Cost."
"cmo1u85602jpu5ueeggsikhc9","皮卡丘ex","0025","attack","G","這隻寶可夢也受到30點傷害。","このポケモンにも30ダメージ。","This Pokémon also does 30 damage to itself."
"cmo1u7poe1t8z5ueedj4bbjop","水君","0245","attack","H","對手的1隻備戰寶可夢也受到30點傷害。[在備戰區不計算弱點・抵抗力。]","相手のベンチポケモン1匹にも、30ダメージ。［ベンチは弱点・抵抗力を計算しない。］","This attack also does 30 damage to 1 of your opponent’s Benched Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.)"
"cmo1u7psq1tgc5ueedoo3zlbe","閃電鳥","0145","attack","H","擲1次硬幣若為正面，則將對手的戰鬥寶可夢【麻痺】。 | 將這隻寶可夢身上附加的能量卡全部丟棄。","コインを1回投げオモテなら、相手のバトルポケモンをマヒにする。 | このポケモンについているエネルギーを、すべてトラッシュする。","Discard all Energy from this Pokémon."
"cmo1u7pu91tj15ueeisa30gup","托戈德瑪爾","0777","attack","H","擲1次硬幣若為正面，則在下個對手的回合，這隻寶可夢不會受到招式的傷害與效果的影響。","コインを1回投げオモテなら、次の相手の番、このポケモンはワザのダメージや効果を受けない。","Flip a coin. If heads, during your opponent’s next turn, prevent all damage from and effects of attacks done to this Pokémon."
"cmo1u7xzk27hz5uee3yd433ss","咚咚鼠","0702","attack","G","擲1次硬幣若為正面，則選擇1個對手的戰鬥寶可夢身上附加的能量，將其丟棄。","コインを1回投げオモテなら、相手のバトルポケモンについているエネルギーを1個選び、トラッシュする。",""
"cmo1u7z8n29nh5ueegylthdl2","帕底亞 烏波","0942","attack","H","擲1次硬幣若為正面，則增加20點傷害。","コインを1回投げオモテなら、20ダメージ追加。","Flip a coin. If heads, this attack does 20 more damage."
"cmo1u85hw2kah5ueelo9ckrvc","<大吾的>小碎鑽","0703","ability","I","只要這隻寶可夢在備戰區，自己的所有「大吾的寶可夢」受到對手的寶可夢招式的傷害「-30」點。無論有多少隻擁有這個特性的寶可夢，這個效果也不會重複。","このポケモンがベンチにいるかぎり、自分の「ダイゴのポケモン」全員が、相手のポケモンから受けるワザのダメージは「-30」される。この効果は、この特性を持つポケモンが何匹いても、重ならない。","As long as this Pokémon is on your Bench, all of your Steven’s Pokémon take 30 less damage from attacks from your opponent’s Pokémon (after applying Weakness and Resistance). The effect of Stone Palace doesn’t stack."
"cmo1u85i02kap5ueety8zki7d","<大吾的>鐵啞鈴","0374","attack","I","對手的2隻寶可夢各受到50點傷害。[在備戰區不計算弱點・抵抗力。]","",""
"cmo1u81yo2ean5ueejd31eu99","爆焰龜獸","0776","attack","H","將對手的戰鬥寶可夢【灼傷】。在下個對手的回合，受到這個招式的寶可夢無法撤退。 | 這隻寶可夢也受到60點傷害。","相手のバトルポケモンをやけどにする。次の相手の番、このワザを受けたポケモンは、にげられない。 | このポケモンにも60ダメージ。","Your opponent’s Active Pokémon is now Burned. During your opponent’s next turn, that Pokémon can’t retreat. | This Pokémon also does 60 damage to itself."
"cmobmw7rc1w102pc7gqz0p4oi","其他冰伊布VSTAR","0471","attack","F","在下個對手的回合，受到這個招式的寶可夢無法撤退。 | 在下個對手的回合，這隻寶可夢不會受到招式的傷害與效果的影響。[對戰中，己方只可使用1次【VSTAR】力量。] | 寶可夢【VSTAR】【氣絕】時，對手獲得2張獎賞卡。","次の相手の番、このワザを受けたポケモンは、にげられない。",""
"cmobmwa5d1ztp2pc7v2rqnh2o","其他代歐奇希斯VSTAR","0386","attack","F","對手的備戰區的1隻「寶可夢【V】」也受到60點傷害。[在備戰區不計算弱點・抵抗力。] | 造成雙方的戰鬥寶可夢身上附加的能量的數量×60點傷害。[對戰中，己方只可使用1次【VSTAR】力量。] | 寶可夢【VSTAR】【氣絕】時，對手獲得2張獎賞卡。","相手のベンチの「ポケモンV」1匹にも、60ダメージ。［ベンチは弱点・抵抗力を計算しない。］",""
"cmobmw9ot1z4c2pc7xhyh1s99","洗翠 大劍鬼V","0503","attack","F","選擇最多2張對手的場上寶可夢身上附加的「寶可夢道具」卡，將其丟棄。 | 選擇1個這隻寶可夢身上附加的能量，將其丟棄。 | 寶可夢【V】【氣絕】時，對手獲得2張獎賞卡。","相手の場のポケモンについている「ポケモンのどうぐ」を2枚まで選び、トラッシュする。 | このポケモンについているエネルギーを1個選び、トラッシュする。",""
"cmo1u6wsv0fss5ueex87zqvio","火伊布","0136","ability","D","若這隻寶可夢身上附有「回憶膠囊」，則雙方的場上【草】寶可夢的特性全部消除。","このポケモンに「メモリーカプセル」がついているなら、おたがいの場のポケモンの特性は、すべてなくなる。","If this Pokémon has a Memory Capsule attached, {G} Pokémon in play (both yours and your opponent’s) have no Abilities."
"cmo1u6wrz0fr85ueev4e60v6b","烈箭鷹V","0663","attack","D","這個招式在先攻玩家的最初回合也可使用。將自己的手牌全部丟棄，從牌庫抽出6張卡。 | 選擇1個這隻寶可夢身上附加的能量，將其丟棄。 | 寶可夢【V】【氣絕】時，對手獲得2張獎賞卡。","このワザは、先攻プレイヤーの最初の番でも使える。自分の手札をすべてトラッシュし、山札を6枚引く。 | このポケモンについているエネルギーを1個選び、トラッシュする。",""
"cmo1u85ht2kad5ueeyxu8j8iw","<大吾的>念力土偶","0344","attack","I","將對手的戰鬥寶可夢【混亂】。 | 將這隻寶可夢身上附加的能量卡全部丟棄。","相手のバトルポケモンをこんらんにする。 | このポケモンについているエネルギーを、すべてトラッシュする。","Your opponent’s Active Pokémon is now Confused. | Discard all Energy from this Pokémon."
"cmo1u6wsf0fs05uee0ohhc8cf","雙刃丸","0502","attack","D","若希望，選擇1個對手的戰鬥寶可夢身上附加的能量，放回對手的手牌。","のぞむなら、相手のバトルポケモンについているエネルギーを1個選び、相手の手札にもどす。",""
"cmo1u6wul0fvt5ueed6nzt0bm","霜奶仙","0869","ability","D","在自己的回合，當從手牌使出這張卡並完成進化時，可使用1次。雙方玩家各從牌庫抽出1張卡。","自分の番に、このカードを手札から出して進化させたとき、1回使える。おたがいのプレイヤーは、それぞれ山札を1枚引く。","When you play this Pokémon from your hand to evolve 1 of your Pokémon during your turn, you may have each player draw a card."
"cmo1u6wun0fvx5ueehurcsjau","腕力","0066","attack","D","擲1次硬幣若為正面，則增加40點傷害。","コインを1回投げオモテなら、40ダメージ追加。",""
"cmo1u6wv10fwl5ueet1bu7qtj","頓甲","0232","attack","D","自己的所有備戰寶可夢也各受到20點傷害。[在備戰區不計算弱點・抵抗力。]","自分のベンチポケモン全員にも、それぞれ20ダメージ。［ベンチは弱点・抵抗力を計算しない。］","This attack also does 20 damage to each of your Benched Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.)"
"cmo1u6wvf0fx95ueey1vi7v0e","八爪武師","0853","attack","D","在下個對手的回合，受到這個招式的寶可夢無法撤退。 | 在上個自己的回合，若這隻寶可夢使用了「鎖頭」，則增加120點傷害。","次の相手の番、このワザを受けたポケモンは、にげられない。 | 前の自分の番、このポケモンが「ヘッドロック」を使っていたなら、120ダメージ追加。",""
"cmo1u6wvk0fxh5ueeuq53pzma","大狼犬","0262","attack","D","在下個對手的回合，受到這個招式的寶可夢使用招式的傷害「-50」點。","次の相手の番、このワザを受けたポケモンが使うワザのダメージは「-50」される。","During your opponent’s next turn, the Defending Pokémon’s attacks do 50 less damage (before applying Weakness and Resistance)."
"cmo1u6wvr0fxt5uee5j5qftt7","勾魂眼","0302","attack","D","從自己的牌庫抽出1張卡。 | 選擇對手的戰鬥寶可夢持有的1個招式。在下個對手的回合，受到這個招式的寶可夢無法使用被選擇的招式。","自分の山札を1枚引く。 | 相手のバトルポケモンが持っているワザを1つ選ぶ。次の相手の番、このワザを受けたポケモンは、選ばれたワザが使えない。","Draw a card. | Choose 1 of your opponent’s Active Pokémon’s attacks. During your opponent’s next turn, that Pokémon can’t use that attack."
"cmo1u6ww90fyp5uee3lcyn7ha","龍頭地鼠","0530","attack","D","選擇1個對手的戰鬥寶可夢身上附加的能量，將其丟棄。","相手のバトルポケモンについているエネルギーを1個選び、トラッシュする。","Discard an Energy from your opponent’s Active Pokémon."
"cmo1u6wwn0fzd5ueemngn881i","鋁鋼龍","0884","attack","D","增加這隻寶可夢身上放置的傷害指示物的數量×10點傷害。 | 選擇1個這隻寶可夢身上附加的能量，將其丟棄。","このポケモンにのっているダメカンの数×10ダメージ追加。 | このポケモンについているエネルギーを1個選び、トラッシュする。",""
"cmo1u6wgx0f7x5uee8y2ekft2","雷鳥龍","0880","attack","D","在下個自己的回合，這隻寶可夢「衝天電流」的傷害「+90」點。 | 在下個自己的回合，這隻寶可夢無法使用招式。","次の自分の番、このポケモンの「アッパーでんりゅう」のダメージは「+90」される。 | 次の自分の番、このポケモンはワザが使えない。",""
"cmo1u6w0a0eev5ueesm234p87","鬼斯通","0093","attack","D","將對手的戰鬥寶可夢【睡眠】。","相手のバトルポケモンをねむりにする。",""
"cmo1u6wcc0ezv5uee686fxaut","來悲茶","0854","attack","D","在對手的戰鬥寶可夢身上放置2個傷害指示物。","相手のバトルポケモンに、ダメカンを2個のせる。",""
"cmo1u6wti0ftw5ueem64e9bgu","閃電鳥","0145","attack","D","將這隻寶可夢身上附加的能量全部丟棄，對手的1隻「寶可夢【V】・【GX】」受到160點傷害。[在備戰區不計算弱點・抵抗力。]","このポケモンについているエネルギーをすべてトラッシュし、相手の「ポケモンV・GX」1匹に、160ダメージ。［ベンチは弱点・抵抗力を計算しない。］","Discard all Energy from this Pokémon, and this attack does 160 damage to 1 of your opponent’s Pokémon {V} or Pokémon-{GX}. (Don’t apply Weakness and Resistance for Benched Pokémon.)"
"cmo1u6x680gfk5ueed6b7kswg","伊裴爾塔爾","0717","attack","D","將對手的戰鬥寶可夢【氣絕】。","相手のバトルポケモンをきぜつさせる。",""
"cmo1u6xkh0h4d5ueezon53zxn","毒刺水母","0073","attack","E","將對手的戰鬥寶可夢【中毒】。在下個對手的回合，受到這個招式的寶可夢無法撤退。","相手のバトルポケモンをどくにする。次の相手の番、このワザを受けたポケモンは、にげられない。","Your opponent’s Active Pokémon is now Poisoned. During your opponent’s next turn, that Pokémon can’t retreat."
"cmo1u6xko0h4p5ueeao65mgqh","千面避役","0818","ability","E","在自己的回合時，可使用1次。在對手的1隻寶可夢身上放置2個傷害指示物。","自分の番に1回使える。相手のポケモン1匹に、ダメカンを2個のせる。",""
"cmo1u6xlg0h615ueesumaqrti","提布莉姆","0857","attack","E","將這隻寶可夢恢復「30」HP。","このポケモンのHPを「30」回復する。",""
"cmo1u6xlu0h6p5uee6441n8w7","地鼠","0050","attack","E","擲1次硬幣若為正面，則在下個對手的回合，這隻寶可夢不會受到招式的傷害與效果的影響。","コインを1回投げオモテなら、次の相手の番、このポケモンはワザのダメージや効果を受けない。",""
"cmo1u6xmb0h7h5ueed32l2jrj","投擲猴","0766","ability","E","只要這隻寶可夢在場上，自己的「連擊」寶可夢使用的招式，對對手的備戰區的「寶可夢【V】・【GX】」造成的傷害「+30」點。無論有多少隻擁有這個特性的寶可夢，這個效果也不會重複。","このポケモンがいるかぎり、自分の「れんげき」のポケモンが使うワザの、相手のベンチの「ポケモンV・GX」へのダメージは「+30」される。この効果は、この特性を持つポケモンが何匹いても、重ならない。","Your Rapid Strike Pokémon’s attacks do 30 more damage to your opponent’s Benched Pokémon {V} and Benched Pokémon-{GX} (before applying Weakness and Resistance). You can’t apply more than 1 Throwing Coach Ability at a time."
"cmo1u6xml0h7x5uee8tg3tfc6","伽勒爾 呆呆王V","0199","attack","E","將自己的1張手牌丟棄。然後，從自己的牌庫抽出3張卡。 | 在下個對手的回合結束時，受到這個招式的寶可夢會【氣絕】。 | 寶可夢【V】【氣絕】時，對手獲得2張獎賞卡。","自分の手札を1枚トラッシュする。その後、自分の山札を3枚引く。 | 次の相手の番の終わりに、このワザを受けたポケモンはきぜつする。",""
"cmo1u7nax1p5p5ueeny87ebn1","潤水鴨","0912","attack","H","擲1次硬幣若為正面，則增加20點傷害。","コインを1回投げオモテなら、20ダメージ追加。","Flip a coin. If heads, this attack does 20 more damage."
"cmo1u6tc709r15uee7sltnc45","帝王拿波V","0395","ability","E","只要這隻寶可夢在戰鬥場上，對手場上的【基礎】寶可夢（「擁有規則的寶可夢」除外）的特性全部消除。","このポケモンがバトル場にいるかぎり、相手の場のたねポケモン（「ルールを持つポケモン」をのぞく）の特性は、すべてなくなる。",""
"cmo1u8shr3oav5ueefbk8evw5","鳳王","0250","attack","H","若自己的備戰區有「太晶」寶可夢，則增加100點傷害。","","If you have any Tera Pokémon on your Bench, this attack does 100 more damage."
"cmo1u6y0y0hv65uee3nlxgwgr","滴蛛霸","0752","attack","E","選擇1個這隻寶可夢身上附加的能量，改附於備戰寶可夢身上。","このポケモンについているエネルギーを1個選び、ベンチポケモンにつけ替える。",""
"cmo1u6y150hvi5ueecfve4m9z","幼棉棉","0829","attack","E","將這隻寶可夢恢復「10」HP。","このポケモンのHPを「10」回復する。",""
"cmo1u7z3729e35uee4s1l4t42","一對鼠","0924","attack","G","從自己的牌庫抽出2張卡。","自分の山札を2枚引く。","Draw 2 cards."
"cmo1u6y1s0hwm5ueez1wj4u9h","巨沼怪","0260","ability","E","在自己的回合時，可使用1次。從自己的手牌選擇1張【水】或者【鬥】能量卡，附於自己的寶可夢身上。","自分の番に1回使える。自分の手札からまたはエネルギーを1枚選び、自分のポケモンにつける。",""
"cmo1u6y1x0hwu5ueezpdyhvsh","冰伊布V","0471","attack","E","從自己的牌庫選擇1張從這隻寶可夢進化而來的卡，放置於這隻寶可夢身上完成進化。並且重洗牌庫。 | 將場上的競技場卡丟棄。 | 寶可夢【V】【氣絕】時，對手獲得2張獎賞卡。","このポケモンから進化するカードを、自分の山札から1枚選び、このポケモンにのせて進化させる。そして山札を切る。 | 場に出ているスタジアムをトラッシュする。",""
"cmo1u8sjo3oe45ueeas369smy","自爆磁怪","0462","attack","G","若希望，將對手的戰鬥寶可夢與備戰寶可夢互換。[由對手選擇放置於戰鬥場的寶可夢。] | 這隻寶可夢也受到30點傷害。","","You may switch out your opponent’s Active Pokémon to the Bench. (Your opponent chooses the new Active Pokémon.) | This Pokémon also does 30 damage to itself."
"cmo1u83rd2ham5uee60w9ax77","纏紅鶴","0973","attack","G","這隻寶可夢也受到20點傷害。","このポケモンにも20ダメージ。",""
"cmo1u6y240hx65ueecfoopw4q","其他冰伊布VMAX","0471","ability","E","這隻寶可夢不會受到對手的「寶可夢【VMAX】」（「冰伊布【VMAX】」 除外）招式的傷害。","このポケモンは、相手の「ポケモンVMAX」（「グレイシアVMAX」をのぞく）からワザのダメージを受けない。",""
"cmo1u6y2o0hy65ueen4jpohml","麻麻鰻魚王","0604","attack","E","在這個回合，若這隻寶可夢從「麻麻鰻」進化，則將對手的戰鬥寶可夢【麻痺】。 | 這隻寶可夢也受到30點傷害。","この番、このポケモンが「シビビール」から進化していたなら、相手のバトルポケモンをマヒにする。 | このポケモンにも30ダメージ。","If this Pokémon evolved from Eelektrik during this turn, your opponent’s Active Pokémon is now Paralyzed. | This Pokémon also does 30 damage to itself."
"cmp2dg10m2tp4116cbz7onz9p","索財靈","","attack","H","從自己的牌庫選擇最多2張基本能量卡，在給對手看過後加入手牌。並且重洗牌庫。","自分の山札から基本エネルギーを2枚まで選び、相手に見せて、手札に加える。そして山札を切る。",""
"cmobmwzor34od2pc7vp2rvzl5","飛天螳螂","0123","attack","H","在下個自己的回合，這隻寶可夢無法使用「猛擊在地」。","","During your next turn, this Pokémon can’t use Slashing Strike."
"cmobmx0ju362n2pc7styfp44j","巨鉗螳螂ex","0212","attack","H","在下個對手的回合，這隻寶可夢受到招式的傷害「-50」點。 | 將最多2張這隻寶可夢身上附加的【鋼】能量卡丟棄，造成其張數×120點傷害。","","During your opponent’s next turn, this Pokémon takes 50 less damage from attacks (after applying Weakness and Resistance). | Discard up to 2 {M} Energy from this Pokémon. This attack does 120 damage for each card you discarded in this way."
"cmo1u6y6f0i4r5uee1gvyaklv","甜舞妮","0762","attack","E","若希望，選擇1個對手的戰鬥寶可夢身上附加的能量，改附於對手的備戰寶可夢身上。","コインを1回投げオモテなら、30ダメージ追加。",""
"cmo1u6vrz0e095ueegley2rpi","多龍奇","0886","attack","D","從自己的牌庫選擇1張「多龍梅西亞」卡，放置於備戰區。並且重洗牌庫。","自分の山札から「ドラメシヤ」を1枚選び、ベンチに出す。そして山札を切る。",""
"cmo1u6y6v0i5j5ueefs4vkain","薩戮德","0893","ability","E","在自己的回合時，可使用1次。從自己的手牌選擇1張【超】能量卡，附於自己的備戰區的【超】寶可夢身上。然後，從自己的牌庫抽出2張卡。","",""
"cmo1u6y6m0i535ueeu3vx3mvu","騰蹴小將","0814","ability","E","只要這隻寶可夢在戰鬥場上，對手的戰鬥寶可夢【撤退】所需的能量增加2個。","",""
"cmo1u6y700i5r5uee1ueb21o7","飄浮泡泡 雪雲的樣子","0351","ability","E","只要這隻寶可夢在場上，自己的場上的，名稱中有「雙彈瓦斯」的寶可夢身上附加的基本【惡】能量，各視為提供2個【惡】能量。無論有多少隻擁有這個特性的寶可夢，這個效果也不會重複。","自分のトラッシュに「スタジアム」が8枚以上あるなら、このポケモンがワザを使うためのエネルギーは、すべてなくなる。",""
"cmobmxe183rty2pc7xe2j5t2h","大牙狸","0399","ability","F","只要這隻寶可夢在備戰區，不會受到招式的傷害。","","As long as this Pokémon is on your Bench, prevent all damage done to this Pokémon by attacks (both yours and your opponent’s)."
"cmobmxe1b3ru22pc7krx71ucp","大尾狸","0400","ability","F","在自己的回合時可使用1次。從牌庫抽卡直到自己的手牌滿5張為止。","","Once during your turn, you may draw cards until you have 5 cards in your hand."
"cmo1u6tcj09rl5ueecojnytg0","雪童子","0361","attack","E","擲1次硬幣若為正面，則將對手的戰鬥寶可夢【麻痺】。","",""
"cmobmxe2f3rvv2pc7yh3yguvg","薩戮德V","0893","attack","F","對手的1隻備戰寶可夢也受到30點傷害。[在備戰區不計算弱點・抵抗力。] | 若對手的戰鬥寶可夢為「寶可夢【V】」，則增加120點傷害。","","This attack also does 30 damage to 1 of your opponent’s Benched Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.) | If your opponent’s Active Pokémon is a Pokémon {V}, this attack does 120 more damage."
"cmo1u8shd3oa75uee7ne1zrw8","瑪力露麗","0184","ability","H","若自己的場上有「太晶」寶可夢，則這隻寶可夢使用「‌‌捨身衝撞」所需的能量，改為1個【超】能量。","","If you have any Tera Pokémon in play, this Pokémon can use the Double-Edge attack for {P}."
"cmo1u6y7n0i6w5ueeu3zxyzy5","帝牙海獅","0365","attack","E","在下個自己的回合，這隻寶可夢無法使用招式。","このポケモンについているエネルギーを2個トラッシュし、相手のバトルポケモンをマヒにする。",""
"cmo1u6y7j0i6o5ueeru3b98i3","白馬蕾冠王V","0898","ability","E","這隻寶可夢的屬性改為與這隻寶可夢身上附加的基本能量相同。（若身上附加的基本能量屬性有2種以上，則改為各自屬性。）","",""
"cmo1u6y7y0i7g5ueefcx5s1ry","催眠貘","0096","attack","E","從自己的棄牌區選擇1張「寶可夢道具」卡，在給對手看過後加入手牌。","",""
"cmo1u6y880i7w5ueemrk6k9rq","怨影娃娃","0353","attack","E","寶可夢道具卡，附於自己的寶可夢使用。1隻寶可夢只可附上1張寶可夢道具卡，並且保持附加狀態。 | 附有這張卡的「連擊」寶可夢，可使用這張卡上寫的招式。[需要有足夠使用招式的能量。]  雷●　飯綱墜擊　10+ 增加對手的戰鬥寶可夢身上附加的能量的數量×50點傷害。 | 在自己的回合時，物品卡可不限張數使用。","",""
"cmo1u6ya00ib05ueeg6cxd9pe","其他龍捲雲VMAX","0641","attack","E","若場上有競技場卡，則增加120點傷害。然後，將那張競技場卡丟棄。 | 寶可夢【VMAX】【氣絕】時，對手獲得3張獎賞卡。","場にスタジアムが出ているなら、120ダメージ追加。その後、そのスタジアムをトラッシュする。",""
"cmo1u6ybi0idl5ueegyze4qbc","其他時拉比VMAX","0251","attack","E","從自己的牌庫選擇最多2張寶可夢卡，在給對手看過後加入手牌。並且重洗牌庫。 | 寶可夢【VMAX】【氣絕】時，對手獲得3張獎賞卡。","自分の山札からポケモンを2枚まで選び、相手に見せて、手札に加える。そして山札を切る。",""
"cmobmx06635gj2pc7ga9iwk26","捷拉奧拉","0807","attack","H","擲1次硬幣若為正面，則將對手的戰鬥寶可夢【麻痺】。 | 選擇1個這隻寶可夢身上附加的能量，將其丟棄。","","Flip a coin. If heads, your opponent’s Active Pokémon is now Paralyzed. | Discard an Energy from this Pokémon."
"cmo1u6ydy0ihu5uee2brokc0k","好勝毛蟹","0740","attack","E","擲2次硬幣，造成正面出現的次數×90點傷害。","コインを2回投げ、オモテの数×90ダメージ。",""
"cmobmw9k11ywt2pc7w4o9yor2","炎帝V","0244","ability","F","若這隻寶可夢在戰鬥場上，則在自己的回合時可使用1次。從自己的牌庫抽出1張卡。","このポケモンがバトル場にいるなら、自分の番に1回使える。自分の山札を1枚引く。",""
"cmo1u6yeo0ij25uee9naqc8bh","變隱龍","0352","ability","E","這隻寶可夢的屬性改為與這隻寶可夢身上附加的基本能量相同。（若身上附加的基本能量屬性有2種以上，則改為各自屬性。）","このポケモンは、このポケモンについている基本エネルギーと同じタイプになる。（2種類以上のタイプの基本エネルギーがついているなら、それぞれのタイプになる。）","This Pokémon is the same type as any basic Energy attached to it. (If it has 2 or more different types of basic Energy attached, this Pokémon is each of those types.)"
"cmo1u6yev0ije5ueemtju6jk6","小箭雀","0661","attack","E","從自己的牌庫抽出1張卡。若在後攻玩家的最初回合使用，則再抽出3張卡。 | 擲1次硬幣若為反面，則這個招式失敗。","自分の山札を1枚引く。後攻プレイヤーの最初の番なら、さらに3枚引く。 | コインを1回投げウラなら、このワザは失敗。","Draw a card. If you go second and it’s your first turn, draw 3 more cards. | Flip a coin. If tails, this attack does nothing."
"cmo1u6yf40iju5ueey0wo94ek","藏飽栗鼠","0820","ability","E","只要這隻寶可夢在場上，自己的寶可夢身上附加的能量，不會受到對手的物品或者支援者的效果影響而丟棄與放回手牌或牌庫。","このポケモンがいるかぎり、自分のポケモンについているエネルギーは、相手のグッズまたはサポートによる、トラッシュする効果と手札や山札にもどす効果を受けない。","Energy attached to your Pokémon can’t be put into your hand, deck, or discard pile by an effect of your opponent’s Item or Supporter cards."
"cmo1u6v4f0cv15uee356bz4qb","水君V","0245","ability","E","若這隻寶可夢在戰鬥場上，則在自己的回合時可使用1次。從自己的牌庫抽出1張卡。","このポケモンがバトル場にいるなら、自分の番に1回使える。自分の山札を1枚引く。",""
"cmo1u6ygp0imm5ueeqst2q3xq","蓮葉童子","0270","attack","E","從自己的牌庫選擇最多2張【基礎】寶可夢卡，放置於備戰區。並且重洗牌庫。","自分の山札からたねポケモンを2枚まで選び、ベンチに出す。そして山札を切る。","Search your deck for up to 2 Basic Pokémon and put them onto your Bench. Then, shuffle your deck."
"cmo1u6ygv0imv5ueel9js44as","冷水猿","0516","attack","E","將對手的戰鬥寶可夢【睡眠】。 | 查看對手的手牌，造成其中支援者卡的張數×60點傷害。","相手のバトルポケモンをねむりにする。 | 相手の手札を見て、その中にあるサポートの枚数×60ダメージ。","Your opponent’s Active Pokémon is now Asleep. | Your opponent reveals their hand. This attack does 60 damage for each Supporter card you find there."
"cmo1u6ygz0in35ueeya467o9j","胖丁","0039","attack","E","造成自己的備戰區的，持有「一同滾動」招式的寶可夢的數量×20點傷害。","自分のベンチの、ワザ「みんなでころがる」を持つポケモンの数×20ダメージ。","This attack does 20 damage for each of your Benched Pokémon that has the Let’s All Rollout attack."
